merchant_id,business_name,owner_name,category,city,city_tier,tenure_months,active_days_per_month,daily_tx_count,avg_ticket_size,ticket_size_variance,monthly_upi_volume,repeat_customer_ratio,cashflow_volatility_cv,uses_audio_soundbox,failed_dispute_rate,weekend_stability_ratio,prior_svanidhi_tier,on_time_repayment_ratio,prob_default,default_label,setu_score,risk_category,recommended_tranche
MERCH_0595,Dosa Corner Fast Food & Chaat,Dosa Corner Kumar,street_food,Jaipur,2,10,30,56,58.92,20.12,98985,0.455,0.137,1,1.09,1.12,0,1.0,0.0059,0,890,Near-Prime,20000
MERCH_0596,Shree Ram Chai & Snacks,Shree Ram Singh,chai_stall,Ahmedabad,2,29,22,116,50.03,16.16,127676,0.654,0.315,1,0.65,0.88,0,1.0,0.0015,0,890,Prime,50000
MERCH_0597,Gayatri Pushp Bhandar,Gayatri Singh,flower_vendor,Lucknow,2,4,27,39,15.0,3.86,15795,0.558,0.536,1,1.07,0.85,0,1.0,0.1783,0,810,Near-Prime,20000
MERCH_0598,Vikram City Transport,Vikram Kumar,auto_rickshaw,Mumbai,1,60,23,49,59.19,12.97,66707,0.358,0.301,1,0.74,1.23,0,1.0,0.0054,0,889,Prime,50000
MERCH_0599,Bombay Fast Food & Chaat,Bombay Singh,street_food,Patna,2,20,28,57,133.97,22.51,213816,0.474,0.232,1,0.25,0.92,0,1.0,0.0001,0,890,Prime,50000
MERCH_0600,Hari Om Fresh Vegetables,Hari Om Kumar,vegetable_vendor,Jaipur,2,86,26,39,108.7,50.77,110221,0.723,0.461,1,0.44,1.31,0,1.0,0.0019,0,887,Prime,50000
MERCH_0601,Suresh City Transport,Suresh Singh,auto_rickshaw,Jaipur,2,95,16,50,36.67,12.2,29336,0.836,0.292,0,0.19,1.1,0,1.0,0.01,0,890,Prime,50000
MERCH_0602,Mishra Chai & Snacks,Mishra Kumar,chai_stall,Ahmedabad,2,1,25,57,103.49,63.43,147473,0.543,0.303,1,0.18,0.84,0,1.0,0.002,0,890,Near-Prime,20000
MERCH_0603,Sharma Fast Food & Chaat,Sharma Kumar,street_food,Jaipur,2,28,30,94,157.05,101.01,442881,0.423,0.416,1,0.49,1.01,0,1.0,0.0,0,890,Prime,50000
MERCH_0604,Chaat Chatori Fast Food & Chaat,Chaat Chatori Singh,street_food,Varanasi,3,7,30,83,59.71,23.7,148677,0.341,0.113,1,0.87,1.04,0,1.0,0.0018,0,890,Near-Prime,20000
MERCH_0605,Mukesh Chai & Snacks,Mukesh Singh,chai_stall,Delhi NCR,1,29,21,140,23.28,4.84,68443,0.738,0.586,1,2.89,0.79,0,1.0,0.0821,0,854,Prime,50000
MERCH_0606,Raju City Transport,Raju Kumar,auto_rickshaw,Ahmedabad,2,15,24,48,68.03,21.5,78370,0.457,0.463,1,1.31,1.24,0,1.0,0.0276,0,882,Prime,50000
MERCH_0607,Mahadev Provision & Kirana,Mahadev Singh,kirana_store,Jaipur,2,13,21,41,167.62,75.35,144320,0.822,0.083,1,2.2,0.79,2,0.89,0.0019,0,890,Prime,50000
MERCH_0608,Ram Prasad Fresh Vegetables,Ram Prasad Singh,vegetable_vendor,Mumbai,1,6,23,85,152.49,78.5,298117,0.549,0.46,1,0.05,0.77,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0609,Laxmi Fresh Vegetables,Laxmi Singh,vegetable_vendor,Mumbai,1,14,23,77,161.63,92.53,286246,0.203,0.118,1,1.63,1.17,2,0.93,0.0001,0,890,Prime,50000
MERCH_0610,Vikram City Transport,Vikram Singh,auto_rickshaw,Indore,2,137,22,31,144.8,85.03,98753,0.698,0.217,1,0.25,1.11,1,0.94,0.0001,0,890,Prime,50000
MERCH_0611,Kisaan Provision & Kirana,Kisaan Kumar,kirana_store,Mumbai,1,24,28,86,266.41,115.98,641515,0.442,0.678,1,1.01,0.83,1,0.79,0.0,0,890,Prime,50000
MERCH_0612,Shakti Pushp Bhandar,Shakti Singh,flower_vendor,Patna,2,11,24,20,84.14,38.0,40387,0.685,0.177,1,0.05,1.32,0,1.0,0.0101,0,890,Near-Prime,20000
MERCH_0613,Mishra Chai & Snacks,Mishra Singh,chai_stall,Indore,2,10,23,44,32.46,18.79,32849,0.618,0.389,1,0.37,0.98,0,1.0,0.0603,0,873,Near-Prime,20000
MERCH_0614,Meena Pushp Bhandar,Meena Singh,flower_vendor,Indore,2,11,20,62,65.81,34.86,81604,0.54,0.279,1,0.05,0.92,0,1.0,0.0093,0,890,Near-Prime,20000
MERCH_0615,Mishra Chai & Snacks,Mishra Singh,chai_stall,Delhi NCR,1,1,22,100,39.47,19.19,86834,0.626,0.409,1,1.79,0.95,0,1.0,0.0237,0,887,Near-Prime,20000
MERCH_0616,Balaji Provision & Kirana,Balaji Singh,kirana_store,Lucknow,2,45,25,46,179.99,77.23,206988,0.473,0.299,1,1.87,1.04,0,1.0,0.0005,0,890,Prime,50000
MERCH_0617,Gupta Ji Chai & Snacks,Gupta Ji Singh,chai_stall,Patna,2,13,14,56,37.15,11.46,29125,0.726,0.261,1,0.13,1.21,0,1.0,0.0571,0,868,Prime,50000
MERCH_0618,Balaji Provision & Kirana,Balaji Singh,kirana_store,Jaipur,2,12,28,61,349.04,105.36,596160,0.764,0.482,1,0.85,1.1,0,1.0,0.0,0,890,Prime,50000
MERCH_0619,Pooja Pushp Bhandar,Pooja Kumar,flower_vendor,Delhi NCR,1,1,30,64,90.81,23.93,174355,0.577,0.192,1,1.41,1.02,0,1.0,0.0015,0,890,Near-Prime,20000
MERCH_0620,Gupta Ji Chai & Snacks,Gupta Ji Singh,chai_stall,Mumbai,1,4,27,123,35.63,11.36,118327,0.341,0.209,1,0.24,0.78,0,1.0,0.0029,0,890,Near-Prime,20000
MERCH_0621,Raju City Transport,Raju Singh,auto_rickshaw,Patna,2,21,21,31,47.23,24.9,30746,0.541,0.285,1,0.06,1.32,0,1.0,0.0507,0,859,Prime,50000
MERCH_0622,Hari Om Fresh Vegetables,Hari Om Singh,vegetable_vendor,Jaipur,2,16,24,74,70.82,26.92,125776,0.74,0.316,1,2.07,1.03,2,0.75,0.0093,0,890,Prime,50000
MERCH_0623,Balaji Provision & Kirana,Balaji Singh,kirana_store,Mumbai,1,35,28,65,159.66,28.19,290581,0.695,0.267,1,1.85,1.33,0,1.0,0.0,0,890,Prime,50000
MERCH_0624,Kamla Pushp Bhandar,Kamla Singh,flower_vendor,Ahmedabad,2,11,28,57,46.21,9.83,73751,0.457,0.183,1,0.58,0.92,0,1.0,0.0102,0,881,Near-Prime,20000
MERCH_0625,Ram Prasad Fresh Vegetables,Ram Prasad Singh,vegetable_vendor,Jaipur,2,3,30,43,172.98,66.64,223144,0.519,0.162,1,1.51,1.36,0,1.0,0.0002,0,890,Near-Prime,20000
MERCH_0626,Gupta Ji Chai & Snacks,Gupta Ji Kumar,chai_stall,Ahmedabad,2,17,24,93,40.59,24.95,90596,0.582,0.165,1,0.29,0.98,1,0.8,0.0041,0,890,Prime,50000
MERCH_0627,Sunita Fresh Vegetables,Sunita Singh,vegetable_vendor,Varanasi,3,1,25,56,87.87,38.24,123018,0.454,0.473,1,0.62,0.81,0,1.0,0.0136,0,890,Near-Prime,20000
MERCH_0628,Gayatri Pushp Bhandar,Gayatri Kumar,flower_vendor,Mumbai,1,60,28,81,58.66,31.98,133040,0.624,0.31,1,1.29,1.16,2,0.81,0.0009,0,885,Prime,50000
MERCH_0629,Deepak City Transport,Deepak Singh,auto_rickshaw,Delhi NCR,1,14,24,27,41.15,26.07,26665,0.362,0.302,0,0.71,1.1,1,0.79,0.0901,0,858,Prime,50000
MERCH_0630,Raju City Transport,Raju Singh,auto_rickshaw,Lucknow,2,6,22,11,45.16,16.54,10928,0.459,0.204,1,0.42,1.01,0,1.0,0.041,0,884,Near-Prime,20000
MERCH_0631,Deepak City Transport,Deepak Singh,auto_rickshaw,Varanasi,3,46,24,20,71.54,15.87,34339,0.494,0.563,1,1.66,1.0,1,0.96,0.0846,0,847,Prime,50000
MERCH_0632,Mahadev Provision & Kirana,Mahadev Kumar,kirana_store,Varanasi,3,67,27,48,201.96,84.03,261740,0.369,0.126,1,2.49,0.77,2,0.92,0.0,0,890,Prime,50000
MERCH_0633,Kamla Pushp Bhandar,Kamla Singh,flower_vendor,Varanasi,3,12,26,47,35.92,17.85,43894,0.702,0.415,1,0.35,1.35,2,0.96,0.0299,0,890,Prime,50000
MERCH_0634,Dosa Corner Fast Food & Chaat,Dosa Corner Singh,street_food,Lucknow,2,12,28,76,123.35,48.58,262488,0.669,0.23,1,1.23,1.01,2,0.75,0.0001,0,890,Prime,50000
MERCH_0635,Gupta Ji Chai & Snacks,Gupta Ji Kumar,chai_stall,Varanasi,3,56,29,69,58.01,26.29,116078,0.329,0.43,1,4.8,1.1,2,0.97,0.0407,0,884,Prime,50000
MERCH_0636,Gayatri Pushp Bhandar,Gayatri Singh,flower_vendor,Ahmedabad,2,5,28,42,45.07,28.75,53002,0.455,0.585,1,0.56,1.09,0,1.0,0.0749,0,844,Near-Prime,20000
MERCH_0637,Balaji Provision & Kirana,Balaji Singh,kirana_store,Lucknow,2,3,21,44,182.07,81.07,168232,0.422,0.263,1,0.22,0.95,0,1.0,0.0009,0,890,Near-Prime,20000
MERCH_0638,Radha Fresh Vegetables,Radha Kumar,vegetable_vendor,Ahmedabad,2,9,25,44,132.65,49.63,145915,0.225,0.431,1,0.09,1.34,0,1.0,0.0028,0,890,Near-Prime,20000
MERCH_0639,Anand Fast Food & Chaat,Anand Kumar,street_food,Patna,2,2,25,57,128.75,42.69,183468,0.85,0.326,1,0.95,1.28,0,1.0,0.0007,0,888,Near-Prime,20000
MERCH_0640,Raju City Transport,Raju Singh,auto_rickshaw,Patna,2,9,21,28,145.26,93.97,85412,0.378,0.322,1,0.56,1.12,0,1.0,0.0148,0,890,Near-Prime,20000
MERCH_0641,Pooja Pushp Bhandar,Pooja Singh,flower_vendor,Ahmedabad,2,65,20,20,79.85,32.9,31939,0.454,0.367,1,1.0,1.05,2,0.87,0.0476,0,889,Prime,50000
MERCH_0642,Irfan City Transport,Irfan Singh,auto_rickshaw,Delhi NCR,1,26,20,43,82.21,25.56,70700,0.568,0.615,1,0.28,0.77,2,0.79,0.0295,0,890,Prime,50000
MERCH_0643,Santosh Fresh Vegetables,Santosh Singh,vegetable_vendor,Varanasi,3,10,30,57,94.09,40.27,160893,0.288,0.226,1,0.77,1.13,0,1.0,0.0017,0,890,Near-Prime,20000
MERCH_0644,Shakti Pushp Bhandar,Shakti Kumar,flower_vendor,Patna,2,13,29,51,58.09,21.27,85915,0.787,0.42,1,2.45,0.79,0,1.0,0.0309,0,890,Prime,50000
MERCH_0645,Laxmi Fresh Vegetables,Laxmi Kumar,vegetable_vendor,Mumbai,1,16,17,67,126.45,49.25,144026,0.28,0.402,1,1.89,1.04,0,1.0,0.0073,0,886,Prime,50000
MERCH_0646,Irfan City Transport,Irfan Kumar,auto_rickshaw,Ahmedabad,2,10,23,51,30.77,13.59,36093,0.372,0.301,1,0.05,1.24,0,1.0,0.042,0,866,Near-Prime,20000
MERCH_0647,Chai Point Chai & Snacks,Chai Point Singh,chai_stall,Lucknow,2,34,27,87,70.81,40.55,166332,0.619,0.289,1,3.0,1.38,2,0.89,0.0054,0,890,Prime,50000
MERCH_0648,Irfan City Transport,Irfan Singh,auto_rickshaw,Varanasi,3,13,19,24,59.5,35.57,27132,0.482,0.139,1,1.57,1.24,0,1.0,0.0628,0,856,Prime,50000
MERCH_0649,Deepak City Transport,Deepak Kumar,auto_rickshaw,Mumbai,1,14,21,45,37.28,9.48,35229,0.592,0.416,1,0.84,1.36,2,0.85,0.0754,0,851,Prime,50000
MERCH_0650,Hari Om Fresh Vegetables,Hari Om Kumar,vegetable_vendor,Varanasi,3,8,21,69,120.99,71.04,175314,0.586,0.417,1,2.62,1.21,0,1.0,0.0043,0,890,Near-Prime,20000
MERCH_0651,Deepak City Transport,Deepak Singh,auto_rickshaw,Jaipur,2,32,19,35,187.89,97.93,124946,0.85,0.155,1,0.47,1.28,0,1.0,0.0006,0,890,Prime,50000
MERCH_0652,Aggarwal Fast Food & Chaat,Aggarwal Singh,street_food,Jaipur,2,15,28,77,132.59,82.55,285864,0.45,0.482,1,0.47,1.15,1,0.35,0.0001,0,890,Prime,50000
MERCH_0653,Sharma Fast Food & Chaat,Sharma Kumar,street_food,Indore,2,1,28,57,69.69,16.78,111225,0.429,0.359,1,0.17,0.95,0,1.0,0.0077,0,890,Near-Prime,20000
MERCH_0654,Gupta Ji Chai & Snacks,Gupta Ji Singh,chai_stall,Varanasi,3,5,24,69,68.0,20.33,112608,0.484,0.285,1,2.48,0.89,0,1.0,0.0184,0,876,Near-Prime,20000
MERCH_0655,Bombay Fast Food & Chaat,Bombay Singh,street_food,Patna,2,38,30,68,56.94,21.16,116157,0.297,0.47,1,0.87,0.83,0,1.0,0.0026,0,890,Prime,50000
MERCH_0656,Raju City Transport,Raju Kumar,auto_rickshaw,Delhi NCR,1,50,26,49,41.49,11.02,52858,0.688,0.23,1,0.16,1.19,2,0.65,0.0098,0,890,Prime,50000
MERCH_0657,Gupta Ji Chai & Snacks,Gupta Ji Singh,chai_stall,Patna,2,8,27,68,18.89,4.68,34682,0.678,0.407,1,0.48,1.16,0,1.0,0.04,0,887,Near-Prime,20000
MERCH_0658,Apna Provision & Kirana,Apna Singh,kirana_store,Mumbai,1,10,24,85,508.26,241.76,1036850,0.769,0.472,1,0.05,1.04,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0659,Sharma Fast Food & Chaat,Sharma Kumar,street_food,Delhi NCR,1,21,27,82,145.23,47.46,321539,0.83,0.612,1,0.45,0.89,0,1.0,0.0,0,887,Prime,50000
MERCH_0660,Vikram City Transport,Vikram Kumar,auto_rickshaw,Patna,2,28,21,40,65.13,32.79,54709,0.486,0.209,1,1.24,0.99,2,0.92,0.0243,0,872,Prime,50000
MERCH_0661,Ganesh Provision & Kirana,Ganesh Kumar,kirana_store,Mumbai,1,9,29,58,197.5,112.3,332195,0.518,0.259,1,1.2,1.17,0,1.0,0.0,0,887,Near-Prime,20000
MERCH_0662,Pooja Pushp Bhandar,Pooja Kumar,flower_vendor,Delhi NCR,1,2,27,61,70.01,30.71,115306,0.529,0.238,1,2.47,0.84,0,1.0,0.0121,0,888,Near-Prime,20000
MERCH_0663,Kamla Pushp Bhandar,Kamla Kumar,flower_vendor,Ahmedabad,2,21,23,47,26.86,5.66,29035,0.59,0.117,0,0.68,1.37,2,0.56,0.0835,0,866,Prime,50000
MERCH_0664,Gayatri Pushp Bhandar,Gayatri Kumar,flower_vendor,Delhi NCR,1,2,27,57,77.18,45.89,118780,0.218,0.374,1,0.99,0.84,0,1.0,0.0062,0,890,Near-Prime,20000
MERCH_0665,Apna Provision & Kirana,Apna Kumar,kirana_store,Ahmedabad,2,30,27,59,162.68,65.6,259149,0.514,0.516,1,0.05,1.19,2,0.67,0.0002,0,890,Prime,50000
MERCH_0666,Ramesh Chai & Snacks,Ramesh Kumar,chai_stall,Lucknow,2,1,16,85,44.91,8.55,61077,0.85,0.308,1,1.37,0.81,0,1.0,0.0323,0,880,Near-Prime,20000
MERCH_0667,Vikram City Transport,Vikram Kumar,auto_rickshaw,Mumbai,1,34,30,27,55.22,16.91,44728,0.359,0.37,1,0.75,1.04,1,0.83,0.0406,0,876,Prime,50000
MERCH_0668,Meena Pushp Bhandar,Meena Kumar,flower_vendor,Lucknow,2,35,24,77,47.87,13.76,88463,0.455,0.225,1,1.44,1.04,0,1.0,0.0105,0,883,Prime,50000
MERCH_0669,Santosh Fresh Vegetables,Santosh Kumar,vegetable_vendor,Delhi NCR,1,15,20,68,104.06,25.6,141521,0.725,0.297,1,0.3,0.97,0,1.0,0.0021,0,886,Prime,50000
MERCH_0670,Aggarwal Fast Food & Chaat,Aggarwal Singh,street_food,Mumbai,1,1,20,84,119.42,22.74,200625,0.829,0.35,1,0.53,1.0,0,1.0,0.0002,0,890,Near-Prime,20000
MERCH_0671,Dosa Corner Fast Food & Chaat,Dosa Corner Singh,street_food,Lucknow,2,39,23,70,187.88,46.46,302486,0.525,0.421,1,2.22,1.27,1,0.99,0.0,0,890,Prime,50000
MERCH_0672,Mahadev Provision & Kirana,Mahadev Singh,kirana_store,Jaipur,2,6,28,71,366.17,167.46,727945,0.408,0.345,1,0.24,1.14,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0673,Hari Om Fresh Vegetables,Hari Om Singh,vegetable_vendor,Varanasi,3,13,26,36,105.23,65.7,98495,0.508,0.413,1,0.58,1.22,0,1.0,0.0114,0,890,Prime,50000
MERCH_0674,Hari Om Fresh Vegetables,Hari Om Singh,vegetable_vendor,Indore,2,9,25,66,127.76,21.85,210804,0.448,0.308,1,1.42,0.76,0,1.0,0.0003,0,890,Near-Prime,20000
MERCH_0675,Chaat Chatori Fast Food & Chaat,Chaat Chatori Kumar,street_food,Jaipur,2,5,28,92,95.18,26.39,245183,0.592,0.494,1,2.06,1.25,0,1.0,0.0006,0,890,Near-Prime,20000
MERCH_0676,Suresh City Transport,Suresh Singh,auto_rickshaw,Mumbai,1,1,21,29,32.85,7.67,20005,0.627,0.397,1,0.15,1.25,0,1.0,0.0932,0,842,Near-Prime,20000
MERCH_0677,Hari Om Fresh Vegetables,Hari Om Singh,vegetable_vendor,Patna,2,25,25,20,60.23,36.49,30115,0.619,0.301,1,0.42,0.94,1,0.9,0.0581,0,881,Prime,50000
MERCH_0678,Deepak City Transport,Deepak Singh,auto_rickshaw,Delhi NCR,1,22,19,50,59.61,25.63,56629,0.845,0.308,1,0.51,0.97,0,1.0,0.0116,0,880,Prime,50000
MERCH_0679,Deepak City Transport,Deepak Singh,auto_rickshaw,Ahmedabad,2,21,27,44,74.3,24.6,88268,0.612,0.293,1,0.28,1.21,1,0.72,0.0107,0,890,Prime,50000
MERCH_0680,Ganesh Provision & Kirana,Ganesh Singh,kirana_store,Patna,2,47,25,73,236.88,87.56,432306,0.377,0.279,1,0.48,1.35,1,0.97,0.0,0,890,Prime,50000
MERCH_0681,Dosa Corner Fast Food & Chaat,Dosa Corner Kumar,street_food,Delhi NCR,1,14,23,76,101.43,65.22,177299,0.704,0.563,1,1.59,1.35,1,0.9,0.0019,0,890,Prime,50000
MERCH_0682,Pravin City Transport,Pravin Kumar,auto_rickshaw,Lucknow,2,51,28,38,43.14,20.97,45900,0.66,0.368,1,0.05,0.9,1,0.71,0.0124,0,890,Prime,50000
MERCH_0683,Shakti Pushp Bhandar,Shakti Kumar,flower_vendor,Jaipur,2,50,30,60,50.78,8.4,91404,0.475,0.173,1,0.82,1.18,0,1.0,0.0033,0,890,Prime,50000
MERCH_0684,Sharma Fast Food & Chaat,Sharma Singh,street_food,Patna,2,2,27,44,77.22,43.83,91737,0.396,0.318,1,0.39,1.17,0,1.0,0.0135,0,890,Near-Prime,20000
MERCH_0685,Chaat Chatori Fast Food & Chaat,Chaat Chatori Singh,street_food,Indore,2,44,25,64,120.02,19.49,192032,0.486,0.269,1,0.88,1.05,0,1.0,0.0001,0,890,Prime,50000
MERCH_0686,Dosa Corner Fast Food & Chaat,Dosa Corner Singh,street_food,Mumbai,1,10,24,85,97.8,34.89,199512,0.553,0.336,1,0.46,1.31,0,1.0,0.0002,0,890,Near-Prime,20000
MERCH_0687,Kamla Pushp Bhandar,Kamla Singh,flower_vendor,Ahmedabad,2,17,25,47,28.95,12.0,34016,0.421,0.311,1,0.44,0.88,2,0.99,0.04,0,881,Prime,50000
MERCH_0688,Kamla Pushp Bhandar,Kamla Kumar,flower_vendor,Mumbai,1,34,30,62,57.26,9.3,106503,0.609,0.384,1,0.29,1.18,0,1.0,0.0046,0,890,Prime,50000
MERCH_0689,Chaat Chatori Fast Food & Chaat,Chaat Chatori Singh,street_food,Varanasi,3,40,23,44,115.49,71.18,116875,0.558,0.192,1,0.74,1.32,0,1.0,0.001,0,890,Prime,50000
MERCH_0690,Ram Prasad Fresh Vegetables,Ram Prasad Kumar,vegetable_vendor,Jaipur,2,25,21,48,109.76,68.45,110638,0.387,0.259,1,0.31,1.14,0,1.0,0.0038,0,887,Prime,50000
MERCH_0691,Hari Om Fresh Vegetables,Hari Om Singh,vegetable_vendor,Lucknow,2,2,23,41,155.19,56.87,146344,0.806,0.372,1,0.06,0.83,0,1.0,0.0009,0,890,Near-Prime,20000
MERCH_0692,Hari Om Fresh Vegetables,Hari Om Singh,vegetable_vendor,Indore,2,12,27,64,80.81,26.51,139639,0.633,0.541,1,0.05,1.41,1,0.92,0.0033,0,890,Prime,50000
MERCH_0693,Sunita Fresh Vegetables,Sunita Kumar,vegetable_vendor,Indore,2,6,26,60,62.39,14.66,97328,0.397,0.429,1,2.34,0.85,0,1.0,0.0454,0,879,Near-Prime,20000
MERCH_0694,Radha Fresh Vegetables,Radha Singh,vegetable_vendor,Lucknow,2,8,24,85,142.06,30.78,289802,0.447,0.241,1,0.22,1.26,0,1.0,0.0,0,889,Near-Prime,20000
MERCH_0695,Chai Point Chai & Snacks,Chai Point Singh,chai_stall,Lucknow,2,9,27,74,48.36,18.14,96623,0.799,0.298,1,0.44,1.28,0,1.0,0.0075,0,890,Near-Prime,20000
MERCH_0696,Raju City Transport,Raju Singh,auto_rickshaw,Delhi NCR,1,5,28,35,64.36,35.96,63072,0.561,0.46,1,1.24,0.93,0,1.0,0.0835,0,870,Near-Prime,20000
MERCH_0697,Shree Ram Chai & Snacks,Shree Ram Singh,chai_stall,Patna,2,25,20,115,22.03,8.29,50669,0.439,0.287,1,0.17,1.16,1,0.66,0.0183,0,890,Prime,50000
MERCH_0698,Ganesh Provision & Kirana,Ganesh Singh,kirana_store,Lucknow,2,46,22,72,169.73,70.46,268852,0.316,0.268,1,0.08,1.22,2,0.98,0.0,0,890,Prime,50000
MERCH_0699,Gayatri Pushp Bhandar,Gayatri Singh,flower_vendor,Varanasi,3,69,30,36,23.44,14.42,25315,0.353,0.225,1,1.43,1.38,0,1.0,0.0069,0,886,Prime,50000
MERCH_0700,Mukesh Chai & Snacks,Mukesh Singh,chai_stall,Delhi NCR,1,9,26,85,34.02,21.87,75184,0.811,0.237,1,1.63,0.92,0,1.0,0.0139,0,890,Near-Prime,20000
MERCH_0701,Ganesh Provision & Kirana,Ganesh Kumar,kirana_store,Lucknow,2,7,22,50,223.33,48.4,245663,0.341,0.53,1,0.16,1.18,0,1.0,0.0002,0,890,Near-Prime,20000
MERCH_0702,Deepak City Transport,Deepak Singh,auto_rickshaw,Delhi NCR,1,23,28,36,34.31,14.71,34584,0.773,0.181,1,0.41,1.28,1,0.9,0.0154,0,890,Prime,50000
MERCH_0703,Raju City Transport,Raju Singh,auto_rickshaw,Delhi NCR,1,14,30,40,51.59,14.72,61908,0.517,0.265,1,0.33,0.78,0,1.0,0.0083,0,882,Prime,50000
MERCH_0704,Meena Pushp Bhandar,Meena Singh,flower_vendor,Indore,2,16,23,59,67.04,22.65,90973,0.63,0.374,1,0.05,0.9,2,0.94,0.0075,0,890,Prime,50000
MERCH_0705,Gayatri Pushp Bhandar,Gayatri Kumar,flower_vendor,Mumbai,1,21,29,71,43.93,26.5,90451,0.79,0.342,1,0.53,1.07,0,1.0,0.0037,0,890,Prime,50000
MERCH_0706,Gupta Ji Chai & Snacks,Gupta Ji Singh,chai_stall,Ahmedabad,2,9,27,100,44.59,10.71,120393,0.505,0.439,1,0.67,1.35,0,1.0,0.0056,0,888,Near-Prime,20000
MERCH_0707,Gupta Ji Chai & Snacks,Gupta Ji Singh,chai_stall,Delhi NCR,1,33,25,75,28.3,16.55,53062,0.755,0.207,1,1.12,0.94,0,1.0,0.0105,0,886,Prime,50000
MERCH_0708,Gayatri Pushp Bhandar,Gayatri Kumar,flower_vendor,Varanasi,3,10,24,31,40.68,19.27,30265,0.493,0.389,1,0.23,1.38,0,1.0,0.0857,0,858,Near-Prime,20000
MERCH_0709,Vikram City Transport,Vikram Singh,auto_rickshaw,Ahmedabad,2,19,30,31,62.4,33.83,58032,0.295,0.404,1,1.28,1.11,0,1.0,0.0414,0,871,Prime,50000
MERCH_0710,Meena Pushp Bhandar,Meena Kumar,flower_vendor,Indore,2,2,27,28,77.79,48.62,58809,0.361,0.256,1,0.15,0.77,0,1.0,0.0319,0,883,Near-Prime,20000
MERCH_0711,Santosh Fresh Vegetables,Santosh Singh,vegetable_vendor,Varanasi,3,4,24,52,116.87,71.16,145853,0.764,0.08,1,0.43,1.4,0,1.0,0.0006,0,890,Near-Prime,20000
MERCH_0712,Raju City Transport,Raju Kumar,auto_rickshaw,Varanasi,3,43,27,33,43.42,19.84,38687,0.422,0.52,1,0.25,0.82,1,0.87,0.0397,0,887,Prime,50000
MERCH_0713,Radha Fresh Vegetables,Radha Singh,vegetable_vendor,Jaipur,2,8,22,66,148.78,96.61,216028,0.487,0.268,1,0.79,1.31,0,1.0,0.0002,0,890,Near-Prime,20000
MERCH_0714,Ganesh Provision & Kirana,Ganesh Singh,kirana_store,Varanasi,3,15,29,54,315.49,50.66,494057,0.518,0.433,1,0.61,0.9,0,1.0,0.0,0,890,Prime,50000
MERCH_0715,Pooja Pushp Bhandar,Pooja Singh,flower_vendor,Delhi NCR,1,3,25,31,37.86,19.48,29341,0.77,0.428,1,1.18,1.4,0,1.0,0.063,0,870,Near-Prime,20000
MERCH_0716,Balaji Provision & Kirana,Balaji Kumar,kirana_store,Mumbai,1,11,20,54,219.02,70.7,236541,0.448,0.119,1,0.1,1.23,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0717,Shree Ram Chai & Snacks,Shree Ram Singh,chai_stall,Indore,2,9,23,100,28.94,8.0,66562,0.535,0.531,1,0.42,0.88,0,1.0,0.0743,0,867,Near-Prime,20000
MERCH_0718,Suresh City Transport,Suresh Singh,auto_rickshaw,Delhi NCR,1,24,21,48,58.89,22.06,59361,0.154,0.473,1,0.28,0.98,0,1.0,0.0256,0,890,Prime,50000
MERCH_0719,Suresh City Transport,Suresh Kumar,auto_rickshaw,Ahmedabad,2,75,22,32,76.21,11.64,53651,0.742,0.263,1,0.57,1.32,1,0.79,0.0071,0,890,Prime,50000
MERCH_0720,Hari Om Fresh Vegetables,Hari Om Kumar,vegetable_vendor,Delhi NCR,1,2,18,85,262.1,72.99,401013,0.563,0.235,1,0.29,0.84,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0721,Shree Ram Chai & Snacks,Shree Ram Kumar,chai_stall,Ahmedabad,2,20,25,113,17.25,8.75,48731,0.521,0.121,1,0.82,1.32,1,0.84,0.0196,0,890,Prime,50000
MERCH_0722,Pooja Pushp Bhandar,Pooja Singh,flower_vendor,Mumbai,1,11,23,42,41.53,13.98,40117,0.493,0.271,1,0.58,1.15,0,1.0,0.0529,0,873,Near-Prime,20000
MERCH_0723,Vikram City Transport,Vikram Singh,auto_rickshaw,Varanasi,3,6,21,32,82.86,30.51,55681,0.574,0.313,1,1.29,1.29,0,1.0,0.0374,0,884,Near-Prime,20000
MERCH_0724,Laxmi Fresh Vegetables,Laxmi Singh,vegetable_vendor,Jaipur,2,45,21,65,209.81,41.26,286390,0.628,0.301,1,0.89,1.44,1,0.71,0.0,0,890,Prime,50000
MERCH_0725,Chai Point Chai & Snacks,Chai Point Singh,chai_stall,Ahmedabad,2,2,30,45,42.45,23.18,57307,0.588,0.325,1,0.79,1.44,0,1.0,0.0246,0,890,Near-Prime,20000
MERCH_0726,Dosa Corner Fast Food & Chaat,Dosa Corner Kumar,street_food,Ahmedabad,2,9,29,50,79.09,36.97,114680,0.85,0.314,1,0.05,1.25,0,1.0,0.0014,0,890,Near-Prime,20000
